2024-06-03 19:54:33,813 WARN  SumoGuiAmbassador - The file scenarios/npr/sumo/sumo_config.json does not exist.
2024-06-03 19:54:37,921 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 15.000,900,000 s: vehicleId="veh_2", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:37,922 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 15.001,300,000 s: vehicleId="veh_2", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:37,923 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 15.001,300,000 s: vehicleId="veh_3", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:37,924 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 15.001,400,000 s: vehicleId="veh_5", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:37,924 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 15.001,400,000 s: vehicleId="veh_3", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:37,928 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 15.002,400,000 s: vehicleId="veh_4", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,022 INFO  SimulationFacade - Removed vehicle "veh_3" at simulation time 28000000000ns
2024-06-03 19:54:38,026 INFO  SimulationFacade - Removed vehicle "veh_4" at simulation time 29000000000ns
2024-06-03 19:54:38,026 INFO  SimulationFacade - Removed vehicle "veh_1" at simulation time 29000000000ns
2024-06-03 19:54:38,029 INFO  SimulationFacade - Removed vehicle "veh_2" at simulation time 30000000000ns
2024-06-03 19:54:38,035 INFO  SimulationFacade - Removed vehicle "veh_5" at simulation time 32000000000ns
2024-06-03 19:54:38,035 INFO  SimulationFacade - Removed vehicle "veh_0" at simulation time 32000000000ns
2024-06-03 19:54:38,045 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_6" received at simulation time 41000000000 ns (subscribe=true)
2024-06-03 19:54:38,045 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_7" received at simulation time 41000000000 ns (subscribe=true)
2024-06-03 19:54:38,045 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_8" received at simulation time 41000000000 ns (subscribe=true)
2024-06-03 19:54:38,045 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_9" received at simulation time 41000000000 ns (subscribe=true)
2024-06-03 19:54:38,045 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_10" received at simulation time 41000000000 ns (subscribe=true)
2024-06-03 19:54:38,045 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_11" received at simulation time 41000000000 ns (subscribe=true)
2024-06-03 19:54:38,046 INFO  SumoGuiAmbassador - Adding new vehicle "veh_6" at simulation time 41000000000 ns (type=Car, routeId=r_0, laneId=best, departPos=0.00)
2024-06-03 19:54:38,047 INFO  SumoGuiAmbassador - Adding new vehicle "veh_7" at simulation time 41000000000 ns (type=Car, routeId=r_2, laneId=best, departPos=0.00)
2024-06-03 19:54:38,049 INFO  SumoGuiAmbassador - Adding new vehicle "veh_8" at simulation time 41000000000 ns (type=Car, routeId=r_1, laneId=best, departPos=0.00)
2024-06-03 19:54:38,050 INFO  SumoGuiAmbassador - Adding new vehicle "veh_9" at simulation time 41000000000 ns (type=Car, routeId=r_4, laneId=best, departPos=0.00)
2024-06-03 19:54:38,052 INFO  SumoGuiAmbassador - Adding new vehicle "veh_10" at simulation time 41000000000 ns (type=Car, routeId=r_3, laneId=best, departPos=0.00)
2024-06-03 19:54:38,053 INFO  SumoGuiAmbassador - Adding new vehicle "veh_11" at simulation time 41000000000 ns (type=Car, routeId=r_5, laneId=best, departPos=0.00)
2024-06-03 19:54:38,170 INFO  SimulationFacade - Removed vehicle "veh_9" at simulation time 59000000000ns
2024-06-03 19:54:38,173 INFO  SimulationFacade - Removed vehicle "veh_7" at simulation time 60000000000ns
2024-06-03 19:54:38,179 INFO  SimulationFacade - Removed vehicle "veh_8" at simulation time 62000000000ns
2024-06-03 19:54:38,179 INFO  SimulationFacade - Removed vehicle "veh_10" at simulation time 62000000000ns
2024-06-03 19:54:38,188 INFO  SimulationFacade - Removed vehicle "veh_11" at simulation time 65000000000ns
2024-06-03 19:54:38,188 INFO  SimulationFacade - Removed vehicle "veh_6" at simulation time 65000000000ns
2024-06-03 19:54:38,205 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_12" received at simulation time 77000000000 ns (subscribe=true)
2024-06-03 19:54:38,205 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_13" received at simulation time 77000000000 ns (subscribe=true)
2024-06-03 19:54:38,205 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_14" received at simulation time 77000000000 ns (subscribe=true)
2024-06-03 19:54:38,205 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_15" received at simulation time 77000000000 ns (subscribe=true)
2024-06-03 19:54:38,205 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_16" received at simulation time 77000000000 ns (subscribe=true)
2024-06-03 19:54:38,205 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_17" received at simulation time 77000000000 ns (subscribe=true)
2024-06-03 19:54:38,205 INFO  SumoGuiAmbassador - Adding new vehicle "veh_12" at simulation time 77000000000 ns (type=Car, routeId=r_0, laneId=best, departPos=0.00)
2024-06-03 19:54:38,207 INFO  SumoGuiAmbassador - Adding new vehicle "veh_13" at simulation time 77000000000 ns (type=Car, routeId=r_2, laneId=best, departPos=0.00)
2024-06-03 19:54:38,208 INFO  SumoGuiAmbassador - Adding new vehicle "veh_14" at simulation time 77000000000 ns (type=Car, routeId=r_1, laneId=best, departPos=0.00)
2024-06-03 19:54:38,209 INFO  SumoGuiAmbassador - Adding new vehicle "veh_15" at simulation time 77000000000 ns (type=Car, routeId=r_4, laneId=best, departPos=0.00)
2024-06-03 19:54:38,210 INFO  SumoGuiAmbassador - Adding new vehicle "veh_16" at simulation time 77000000000 ns (type=Car, routeId=r_3, laneId=best, departPos=0.00)
2024-06-03 19:54:38,211 INFO  SumoGuiAmbassador - Adding new vehicle "veh_17" at simulation time 77000000000 ns (type=Car, routeId=r_5, laneId=best, departPos=0.00)
2024-06-03 19:54:38,310 INFO  SimulationFacade - Removed vehicle "veh_13" at simulation time 96000000000ns
2024-06-03 19:54:38,313 INFO  SimulationFacade - Removed vehicle "veh_15" at simulation time 97000000000ns
2024-06-03 19:54:38,317 INFO  SimulationFacade - Removed vehicle "veh_16" at simulation time 99000000000ns
2024-06-03 19:54:38,317 INFO  SimulationFacade - Removed vehicle "veh_14" at simulation time 99000000000ns
2024-06-03 19:54:38,319 INFO  SimulationFacade - Removed vehicle "veh_17" at simulation time 100000000000ns
2024-06-03 19:54:38,325 INFO  SimulationFacade - Removed vehicle "veh_12" at simulation time 104000000000ns
2024-06-03 19:54:38,336 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_18" received at simulation time 113000000000 ns (subscribe=true)
2024-06-03 19:54:38,336 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_19" received at simulation time 113000000000 ns (subscribe=true)
2024-06-03 19:54:38,336 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_20" received at simulation time 113000000000 ns (subscribe=true)
2024-06-03 19:54:38,336 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_21" received at simulation time 113000000000 ns (subscribe=true)
2024-06-03 19:54:38,336 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_22" received at simulation time 113000000000 ns (subscribe=true)
2024-06-03 19:54:38,336 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_23" received at simulation time 113000000000 ns (subscribe=true)
2024-06-03 19:54:38,337 INFO  SumoGuiAmbassador - Adding new vehicle "veh_18" at simulation time 113000000000 ns (type=Car, routeId=r_0, laneId=best, departPos=0.00)
2024-06-03 19:54:38,338 INFO  SumoGuiAmbassador - Adding new vehicle "veh_19" at simulation time 113000000000 ns (type=Car, routeId=r_2, laneId=best, departPos=0.00)
2024-06-03 19:54:38,339 INFO  SumoGuiAmbassador - Adding new vehicle "veh_20" at simulation time 113000000000 ns (type=Car, routeId=r_1, laneId=best, departPos=0.00)
2024-06-03 19:54:38,340 INFO  SumoGuiAmbassador - Adding new vehicle "veh_21" at simulation time 113000000000 ns (type=Car, routeId=r_4, laneId=best, departPos=0.00)
2024-06-03 19:54:38,341 INFO  SumoGuiAmbassador - Adding new vehicle "veh_22" at simulation time 113000000000 ns (type=Car, routeId=r_3, laneId=best, departPos=0.00)
2024-06-03 19:54:38,342 INFO  SumoGuiAmbassador - Adding new vehicle "veh_23" at simulation time 113000000000 ns (type=Car, routeId=r_5, laneId=best, departPos=0.00)
2024-06-03 19:54:38,388 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 124.000,400,000 s: vehicleId="veh_18", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,388 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 124.000,800,000 s: vehicleId="veh_19", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,389 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 124.000,900,000 s: vehicleId="veh_19", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,389 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 124.000,900,000 s: vehicleId="veh_23", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,389 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 124.000,900,000 s: vehicleId="veh_21", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,390 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 124.000,900,000 s: vehicleId="veh_20", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,390 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 124.001,300,000 s: vehicleId="veh_23", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,391 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 124.001,800,000 s: vehicleId="veh_21", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,391 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 124.001,800,000 s: vehicleId="veh_20", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,392 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 124.002,300,000 s: vehicleId="veh_22", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,443 INFO  SimulationFacade - Removed vehicle "veh_21" at simulation time 136000000000ns
2024-06-03 19:54:38,446 INFO  SimulationFacade - Removed vehicle "veh_19" at simulation time 137000000000ns
2024-06-03 19:54:38,449 INFO  SimulationFacade - Removed vehicle "veh_22" at simulation time 139000000000ns
2024-06-03 19:54:38,449 INFO  SimulationFacade - Removed vehicle "veh_20" at simulation time 139000000000ns
2024-06-03 19:54:38,451 INFO  SimulationFacade - Removed vehicle "veh_18" at simulation time 140000000000ns
2024-06-03 19:54:38,451 INFO  SimulationFacade - Removed vehicle "veh_23" at simulation time 140000000000ns
2024-06-03 19:54:38,458 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_24" received at simulation time 149000000000 ns (subscribe=true)
2024-06-03 19:54:38,458 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_25" received at simulation time 149000000000 ns (subscribe=true)
2024-06-03 19:54:38,458 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_26" received at simulation time 149000000000 ns (subscribe=true)
2024-06-03 19:54:38,458 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_27" received at simulation time 149000000000 ns (subscribe=true)
2024-06-03 19:54:38,458 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_28" received at simulation time 149000000000 ns (subscribe=true)
2024-06-03 19:54:38,458 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_29" received at simulation time 149000000000 ns (subscribe=true)
2024-06-03 19:54:38,458 INFO  SumoGuiAmbassador - Adding new vehicle "veh_24" at simulation time 149000000000 ns (type=Car, routeId=r_0, laneId=best, departPos=0.00)
2024-06-03 19:54:38,459 INFO  SumoGuiAmbassador - Adding new vehicle "veh_25" at simulation time 149000000000 ns (type=Car, routeId=r_2, laneId=best, departPos=0.00)
2024-06-03 19:54:38,460 INFO  SumoGuiAmbassador - Adding new vehicle "veh_26" at simulation time 149000000000 ns (type=Car, routeId=r_1, laneId=best, departPos=0.00)
2024-06-03 19:54:38,461 INFO  SumoGuiAmbassador - Adding new vehicle "veh_27" at simulation time 149000000000 ns (type=Car, routeId=r_4, laneId=best, departPos=0.00)
2024-06-03 19:54:38,463 INFO  SumoGuiAmbassador - Adding new vehicle "veh_28" at simulation time 149000000000 ns (type=Car, routeId=r_3, laneId=best, departPos=0.00)
2024-06-03 19:54:38,464 INFO  SumoGuiAmbassador - Adding new vehicle "veh_29" at simulation time 149000000000 ns (type=Car, routeId=r_5, laneId=best, departPos=0.00)
2024-06-03 19:54:38,504 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.000,400,000 s: vehicleId="veh_27", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,505 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.000,400,000 s: vehicleId="veh_26", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,505 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.000,400,000 s: vehicleId="veh_27", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,505 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.000,400,000 s: vehicleId="veh_26", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,505 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.000,400,000 s: vehicleId="veh_24", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,506 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.000,800,000 s: vehicleId="veh_25", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,506 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.000,900,000 s: vehicleId="veh_28", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,506 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.001,300,000 s: vehicleId="veh_25", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,507 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.001,300,000 s: vehicleId="veh_28", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,507 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.001,400,000 s: vehicleId="veh_29", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,508 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.001,400,000 s: vehicleId="veh_28", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,508 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.001,800,000 s: vehicleId="veh_26", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,508 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.001,800,000 s: vehicleId="veh_24", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,508 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.001,800,000 s: vehicleId="veh_29", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,508 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.001,800,000 s: vehicleId="veh_24", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,508 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.001,800,000 s: vehicleId="veh_29", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,509 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.002,300,000 s: vehicleId="veh_28", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,509 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.002,300,000 s: vehicleId="veh_26", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,510 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.002,400,000 s: vehicleId="veh_25", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,510 INFO  SumoGuiAmbassador - Receive VehicleSlowDown request at simulation time 159.002,400,000 s: vehicleId="veh_29", targetSpeed=3.0m/s, interval=5000000000ms
2024-06-03 19:54:38,663 INFO  SimulationFacade - Removed vehicle "veh_27" at simulation time 173000000000ns
2024-06-03 19:54:38,663 INFO  SimulationFacade - Removed vehicle "veh_25" at simulation time 173000000000ns
2024-06-03 19:54:38,665 INFO  SimulationFacade - Removed vehicle "veh_26" at simulation time 174000000000ns
2024-06-03 19:54:38,665 INFO  SimulationFacade - Removed vehicle "veh_28" at simulation time 174000000000ns
2024-06-03 19:54:38,667 INFO  SimulationFacade - Removed vehicle "veh_29" at simulation time 175000000000ns
2024-06-03 19:54:38,670 INFO  SimulationFacade - Removed vehicle "veh_24" at simulation time 176000000000ns
2024-06-03 19:54:38,687 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_30" received at simulation time 185000000000 ns (subscribe=true)
2024-06-03 19:54:38,687 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_31" received at simulation time 185000000000 ns (subscribe=true)
2024-06-03 19:54:38,687 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_32" received at simulation time 185000000000 ns (subscribe=true)
2024-06-03 19:54:38,687 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_33" received at simulation time 185000000000 ns (subscribe=true)
2024-06-03 19:54:38,687 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_34" received at simulation time 185000000000 ns (subscribe=true)
2024-06-03 19:54:38,687 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_35" received at simulation time 185000000000 ns (subscribe=true)
2024-06-03 19:54:38,687 INFO  SumoGuiAmbassador - Adding new vehicle "veh_30" at simulation time 185000000000 ns (type=Car, routeId=r_0, laneId=best, departPos=0.00)
2024-06-03 19:54:38,688 INFO  SumoGuiAmbassador - Adding new vehicle "veh_31" at simulation time 185000000000 ns (type=Car, routeId=r_2, laneId=best, departPos=0.00)
2024-06-03 19:54:38,689 INFO  SumoGuiAmbassador - Adding new vehicle "veh_32" at simulation time 185000000000 ns (type=Car, routeId=r_1, laneId=best, departPos=0.00)
2024-06-03 19:54:38,690 INFO  SumoGuiAmbassador - Adding new vehicle "veh_33" at simulation time 185000000000 ns (type=Car, routeId=r_4, laneId=best, departPos=0.00)
2024-06-03 19:54:38,691 INFO  SumoGuiAmbassador - Adding new vehicle "veh_34" at simulation time 185000000000 ns (type=Car, routeId=r_3, laneId=best, departPos=0.00)
2024-06-03 19:54:38,692 INFO  SumoGuiAmbassador - Adding new vehicle "veh_35" at simulation time 185000000000 ns (type=Car, routeId=r_5, laneId=best, departPos=0.00)
2024-06-03 19:54:38,757 INFO  SimulationFacade - Removed vehicle "veh_33" at simulation time 202000000000ns
2024-06-03 19:54:38,759 INFO  SimulationFacade - Removed vehicle "veh_31" at simulation time 203000000000ns
2024-06-03 19:54:38,760 INFO  SimulationFacade - Removed vehicle "veh_34" at simulation time 204000000000ns
2024-06-03 19:54:38,763 INFO  SimulationFacade - Removed vehicle "veh_32" at simulation time 206000000000ns
2024-06-03 19:54:38,767 INFO  SimulationFacade - Removed vehicle "veh_35" at simulation time 209000000000ns
2024-06-03 19:54:38,767 INFO  SimulationFacade - Removed vehicle "veh_30" at simulation time 209000000000ns
2024-06-03 19:54:38,775 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_36" received at simulation time 221000000000 ns (subscribe=true)
2024-06-03 19:54:38,775 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_37" received at simulation time 221000000000 ns (subscribe=true)
2024-06-03 19:54:38,775 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_38" received at simulation time 221000000000 ns (subscribe=true)
2024-06-03 19:54:38,775 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_39" received at simulation time 221000000000 ns (subscribe=true)
2024-06-03 19:54:38,775 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_40" received at simulation time 221000000000 ns (subscribe=true)
2024-06-03 19:54:38,775 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_41" received at simulation time 221000000000 ns (subscribe=true)
2024-06-03 19:54:38,775 INFO  SumoGuiAmbassador - Adding new vehicle "veh_36" at simulation time 221000000000 ns (type=Car, routeId=r_0, laneId=best, departPos=0.00)
2024-06-03 19:54:38,776 INFO  SumoGuiAmbassador - Adding new vehicle "veh_37" at simulation time 221000000000 ns (type=Car, routeId=r_2, laneId=best, departPos=0.00)
2024-06-03 19:54:38,777 INFO  SumoGuiAmbassador - Adding new vehicle "veh_38" at simulation time 221000000000 ns (type=Car, routeId=r_1, laneId=best, departPos=0.00)
2024-06-03 19:54:38,778 INFO  SumoGuiAmbassador - Adding new vehicle "veh_39" at simulation time 221000000000 ns (type=Car, routeId=r_4, laneId=best, departPos=0.00)
2024-06-03 19:54:38,779 INFO  SumoGuiAmbassador - Adding new vehicle "veh_40" at simulation time 221000000000 ns (type=Car, routeId=r_3, laneId=best, departPos=0.00)
2024-06-03 19:54:38,780 INFO  SumoGuiAmbassador - Adding new vehicle "veh_41" at simulation time 221000000000 ns (type=Car, routeId=r_5, laneId=best, departPos=0.00)
2024-06-03 19:54:38,828 INFO  SimulationFacade - Removed vehicle "veh_39" at simulation time 240000000000ns
2024-06-03 19:54:38,831 INFO  SimulationFacade - Removed vehicle "veh_40" at simulation time 241000000000ns
2024-06-03 19:54:38,834 INFO  SimulationFacade - Removed vehicle "veh_37" at simulation time 243000000000ns
2024-06-03 19:54:38,835 INFO  SimulationFacade - Removed vehicle "veh_38" at simulation time 244000000000ns
2024-06-03 19:54:38,838 INFO  SimulationFacade - Removed vehicle "veh_36" at simulation time 247000000000ns
2024-06-03 19:54:38,839 INFO  SimulationFacade - Removed vehicle "veh_41" at simulation time 249000000000ns
2024-06-03 19:54:38,844 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_42" received at simulation time 257000000000 ns (subscribe=true)
2024-06-03 19:54:38,844 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_43" received at simulation time 257000000000 ns (subscribe=true)
2024-06-03 19:54:38,844 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_44" received at simulation time 257000000000 ns (subscribe=true)
2024-06-03 19:54:38,844 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_45" received at simulation time 257000000000 ns (subscribe=true)
